"","sp_name","sp_subtribe","sp_lat","sp_lon"
"477","Eremospatha_wendlandiana","Ancistrophyllinae",1.2435,14.1285
"478","Eremospatha_wendlandiana","Ancistrophyllinae",1.2435,14.1285
"479","Eremospatha_wendlandiana","Ancistrophyllinae",2.15,9.9
"480","Eremospatha_wendlandiana","Ancistrophyllinae",2.17,10.05
"481","Eremospatha_wendlandiana","Ancistrophyllinae",2.133333,10.016667
"482","Eremospatha_wendlandiana","Ancistrophyllinae",2.133333,10.016667
"483","Eremospatha_wendlandiana","Ancistrophyllinae",2.133333,10.016667
"484","Eremospatha_wendlandiana","Ancistrophyllinae",2.133333,10.016667
"485","Eremospatha_wendlandiana","Ancistrophyllinae",2.133333,10.016667
"486","Eremospatha_wendlandiana","Ancistrophyllinae",2.05,10.17
"487","Eremospatha_wendlandiana","Ancistrophyllinae",2.05,10.17
"488","Eremospatha_wendlandiana","Ancistrophyllinae",2.05,10.166667
"489","Eremospatha_wendlandiana","Ancistrophyllinae",3.083333,10.466667
"490","Eremospatha_wendlandiana","Ancistrophyllinae",4.77,9.48
"491","Eremospatha_wendlandiana","Ancistrophyllinae",4.77,9.48
"492","Eremospatha_wendlandiana","Ancistrophyllinae",4.25,9.92
"493","Eremospatha_wendlandiana","Ancistrophyllinae",5.97,9.33
"494","Eremospatha_wendlandiana","Ancistrophyllinae",4.48,9
"495","Eremospatha_wendlandiana","Ancistrophyllinae",5.05,8.88333
"496","Eremospatha_wendlandiana","Ancistrophyllinae",4.16,9.01
"497","Eremospatha_wendlandiana","Ancistrophyllinae",4.27,9.02
"498","Eremospatha_wendlandiana","Ancistrophyllinae",4.27,9.02
"499","Eremospatha_wendlandiana","Ancistrophyllinae",4.3,8.95
"500","Eremospatha_wendlandiana","Ancistrophyllinae",4.3,8.95
"501","Eremospatha_wendlandiana","Ancistrophyllinae",-0.666667,13
"502","Eremospatha_wendlandiana","Ancistrophyllinae",-0.666667,13
"503","Eremospatha_wendlandiana","Ancistrophyllinae",-0.666667,13
"504","Eremospatha_wendlandiana","Ancistrophyllinae",-0.666667,13
"505","Eremospatha_wendlandiana","Ancistrophyllinae",-0.666667,13
"506","Eremospatha_wendlandiana","Ancistrophyllinae",1.83333,13.96666
"507","Eremospatha_wendlandiana","Ancistrophyllinae",1.9,13.933333
"508","Eremospatha_wendlandiana","Ancistrophyllinae",2.35,16.15
"509","Eremospatha_wendlandiana","Ancistrophyllinae",2.35,16.15
"510","Eremospatha_wendlandiana","Ancistrophyllinae",2.35,16.15
"511","Eremospatha_wendlandiana","Ancistrophyllinae",5.183333,8.85
"512","Eremospatha_wendlandiana","Ancistrophyllinae",-3.266667,10.766667
"513","Eremospatha_wendlandiana","Ancistrophyllinae",-3.266667,10.766667
"514","Eremospatha_wendlandiana","Ancistrophyllinae",-3.266667,10.766667
"515","Eremospatha_wendlandiana","Ancistrophyllinae",-3.266667,10.766667
"516","Eremospatha_wendlandiana","Ancistrophyllinae",-3.266667,10.766667
"517","Eremospatha_wendlandiana","Ancistrophyllinae",-3.266667,10.766667
"518","Eremospatha_wendlandiana","Ancistrophyllinae",-3.266667,10.766667
"519","Eremospatha_wendlandiana","Ancistrophyllinae",-3.266667,10.766667
"520","Eremospatha_wendlandiana","Ancistrophyllinae",3.45,10.18
"521","Eremospatha_wendlandiana","Ancistrophyllinae",5.25,8.316667
"522","Eremospatha_wendlandiana","Ancistrophyllinae",5.25,8.316667
"523","Eremospatha_wendlandiana","Ancistrophyllinae",5.25,8.316667
"524","Eremospatha_wendlandiana","Ancistrophyllinae",5.25,8.316667
"525","Eremospatha_wendlandiana","Ancistrophyllinae",5.25,8.316667
"526","Eremospatha_wendlandiana","Ancistrophyllinae",5.25,8.316667
"527","Eremospatha_wendlandiana","Ancistrophyllinae",5.25,8.316667
"528","Eremospatha_wendlandiana","Ancistrophyllinae",5.25,8.316667
"529","Eremospatha_wendlandiana","Ancistrophyllinae",5.25,8.316667
"530","Eremospatha_wendlandiana","Ancistrophyllinae",4.46,9.29
"531","Eugeissona_tristis","Eugeissoninae",3.333333,101.783333
"532","Eugeissona_tristis","Eugeissoninae",3.2,101.58
"533","Eugeissona_tristis","Eugeissoninae",5.566667,101
"534","Eugeissona_tristis","Eugeissoninae",5.566667,101
"535","Eugeissona_tristis","Eugeissoninae",5.566667,101
"536","Eugeissona_tristis","Eugeissoninae",5.774337,101.072312
"537","Eugeissona_tristis","Eugeissoninae",5.37403,100.24599
"538","Eugeissona_tristis","Eugeissoninae",5.36732,100.24865
"539","Eugeissona_tristis","Eugeissoninae",1.383333,110.116666
"540","Eugeissona_utilis","Eugeissoninae",0.933333,113.316667
"541","Eugeissona_utilis","Eugeissoninae",0.933333,113.316667
"542","Eugeissona_utilis","Eugeissoninae",0.933333,113.316667
"543","Eugeissona_utilis","Eugeissoninae",3.666,115.833
"544","Eugeissona_utilis","Eugeissoninae",3.666,115.833
"545","Eugeissona_utilis","Eugeissoninae",3.67,115.83
"546","Eugeissona_utilis","Eugeissoninae",3.67,115.83
"547","Eugeissona_utilis","Eugeissoninae",1.333,112.166
"548","Eugeissona_utilis","Eugeissoninae",1.333,112.166
"549","Eugeissona_utilis","Eugeissoninae",1.333,112.166
"550","Eugeissona_utilis","Eugeissoninae",1.33,112.17
"551","Eugeissona_utilis","Eugeissoninae",1.03,112.17
"552","Eugeissona_utilis","Eugeissoninae",1.33,112.17
"553","Eugeissona_utilis","Eugeissoninae",2.4,113.4
"554","Eugeissona_utilis","Eugeissoninae",2.4,113.4
"555","Eugeissona_utilis","Eugeissoninae",4.883333,114.933333
"556","Eugeissona_utilis","Eugeissoninae",4.883333,114.933333
"557","Korthalsia_cheb","Korthalsiinae",5.67,116.33
"558","Korthalsia_cheb","Korthalsiinae",1.4,110.3
"559","Korthalsia_cheb","Korthalsiinae",5.98,116.53
"560","Korthalsia_cheb","Korthalsiinae",1.15,110.45
"561","Korthalsia_cheb","Korthalsiinae",1.22,110.35
"562","Korthalsia_cheb","Korthalsiinae",1.67,115
"563","Korthalsia_cheb","Korthalsiinae",1.666667,115
"564","Korthalsia_cheb","Korthalsiinae",1.666667,115
"565","Korthalsia_cheb","Korthalsiinae",1.83,113.67
"566","Korthalsia_cheb","Korthalsiinae",1.6,110.183333
"567","Korthalsia_cheb","Korthalsiinae",1.6,110.183333
"568","Korthalsia_cheb","Korthalsiinae",0.62,115.9
"569","Korthalsia_cheb","Korthalsiinae",-2.72,115.62
"570","Korthalsia_cheb","Korthalsiinae",4.18,114.32
"571","Korthalsia_cheb","Korthalsiinae",4.183333,114.316667
"572","Korthalsia_cheb","Korthalsiinae",1.92,111.18
"573","Korthalsia_cheb","Korthalsiinae",-1.816666,115.733333
"574","Korthalsia_cheb","Korthalsiinae",-1.833333,115.666667
"575","Korthalsia_cheb","Korthalsiinae",-1.833333,115.666667
"576","Korthalsia_cheb","Korthalsiinae",0.583333,111.933333
"577","Korthalsia_jala","Korthalsiinae",5.3,118.73
"578","Korthalsia_jala","Korthalsiinae",5.2,118.583
"579","Korthalsia_jala","Korthalsiinae",5.2,118.55
"580","Korthalsia_jala","Korthalsiinae",5.191,118.618
"581","Korthalsia_jala","Korthalsiinae",5.183,118.516
"582","Korthalsia_jala","Korthalsiinae",4.6,115.18
"583","Korthalsia_jala","Korthalsiinae",4.583333,114.75
"584","Korthalsia_jala","Korthalsiinae",4.583333,114.75
"585","Korthalsia_jala","Korthalsiinae",4.2,113.983333
"586","Korthalsia_jala","Korthalsiinae",4.2,113.983333
"587","Korthalsia_jala","Korthalsiinae",4.2,113.983333
"588","Korthalsia_jala","Korthalsiinae",6.055,116.685833
"589","Korthalsia_jala","Korthalsiinae",6.055,116.685833
"590","Korthalsia_jala","Korthalsiinae",6.055,116.685833
"591","Korthalsia_jala","Korthalsiinae",6.966667,116.733333
"592","Korthalsia_jala","Korthalsiinae",5.833333,116.1
"593","Korthalsia_jala","Korthalsiinae",5.833333,116.1
"594","Korthalsia_jala","Korthalsiinae",4.68,114.72
"595","Korthalsia_jala","Korthalsiinae",4.68,114.72
"596","Laccosperma_acutiflorum","Ancistrophyllinae",2.814056,9.892528
"597","Laccosperma_acutiflorum","Ancistrophyllinae",2.814056,9.892528
"598","Laccosperma_acutiflorum","Ancistrophyllinae",5.576167,-8.185
"599","Laccosperma_acutiflorum","Ancistrophyllinae",5.576167,-8.185
"600","Laccosperma_acutiflorum","Ancistrophyllinae",5.576167,-8.185
"601","Laccosperma_acutiflorum","Ancistrophyllinae",5.576167,-8.185
"602","Laccosperma_acutiflorum","Ancistrophyllinae",5.576167,-8.185
"603","Laccosperma_acutiflorum","Ancistrophyllinae",3.62,11.59
"604","Laccosperma_acutiflorum","Ancistrophyllinae",3.62,11.57
"605","Laccosperma_acutiflorum","Ancistrophyllinae",5.25,-2.5
"606","Laccosperma_acutiflorum","Ancistrophyllinae",2.816667,9.883333
"607","Laccosperma_acutiflorum","Ancistrophyllinae",1.7,9.67
"608","Laccosperma_acutiflorum","Ancistrophyllinae",1.7,9.666667
"609","Laccosperma_acutiflorum","Ancistrophyllinae",1.7,9.666667
"610","Laccosperma_acutiflorum","Ancistrophyllinae",4.73,9.55
"611","Laccosperma_acutiflorum","Ancistrophyllinae",2.65,9.83
"612","Laccosperma_acutiflorum","Ancistrophyllinae",2.8,9.88
"613","Laccosperma_acutiflorum","Ancistrophyllinae",2.48,9.53
"614","Laccosperma_acutiflorum","Ancistrophyllinae",5.03,9.4
"615","Laccosperma_acutiflorum","Ancistrophyllinae",5.033333,9.4
"616","Laccosperma_acutiflorum","Ancistrophyllinae",2.82,9.88
"617","Laccosperma_acutiflorum","Ancistrophyllinae",2.85,9.916667
"618","Laccosperma_acutiflorum","Ancistrophyllinae",2.85,9.916667
"619","Laccosperma_acutiflorum","Ancistrophyllinae",2.85,9.916667
"620","Laccosperma_acutiflorum","Ancistrophyllinae",2.85,9.916667
"621","Laccosperma_acutiflorum","Ancistrophyllinae",4.77,9.48
"622","Laccosperma_acutiflorum","Ancistrophyllinae",5.38,9.38
"623","Laccosperma_acutiflorum","Ancistrophyllinae",4.23,9.92
"624","Laccosperma_acutiflorum","Ancistrophyllinae",4.766667,9.483333
"625","Laccosperma_acutiflorum","Ancistrophyllinae",4.766667,9.483333
"626","Laccosperma_acutiflorum","Ancistrophyllinae",4.766667,9.483333
"627","Laccosperma_acutiflorum","Ancistrophyllinae",1.541667,10.416667
"628","Laccosperma_acutiflorum","Ancistrophyllinae",1.541667,10.416667
"629","Laccosperma_acutiflorum","Ancistrophyllinae",1.541667,10.416667
"630","Laccosperma_acutiflorum","Ancistrophyllinae",1.541667,10.416667
"631","Laccosperma_acutiflorum","Ancistrophyllinae",1.541667,10.416667
"632","Laccosperma_acutiflorum","Ancistrophyllinae",1.541667,10.416667
"633","Laccosperma_acutiflorum","Ancistrophyllinae",1.541667,10.416667
"634","Laccosperma_acutiflorum","Ancistrophyllinae",5.383333,-4.05
"635","Laccosperma_acutiflorum","Ancistrophyllinae",5.383333,-4.05
"636","Laccosperma_acutiflorum","Ancistrophyllinae",5.383333,-4.05
"637","Laccosperma_acutiflorum","Ancistrophyllinae",5.383333,-4.05
"638","Laccosperma_opacum","Ancistrophyllinae",-2.04364,12.1817
"639","Laccosperma_opacum","Ancistrophyllinae",-0.68833,13.04167
"640","Laccosperma_opacum","Ancistrophyllinae",-0.68835,13.0418
"641","Laccosperma_opacum","Ancistrophyllinae",2.275889,11.266361
"642","Laccosperma_opacum","Ancistrophyllinae",1.11,13.21
"643","Laccosperma_opacum","Ancistrophyllinae",1.11,13.21
"644","Laccosperma_opacum","Ancistrophyllinae",1.11,13.21
"645","Laccosperma_opacum","Ancistrophyllinae",1.11,13.21
"646","Laccosperma_opacum","Ancistrophyllinae",1.11,13.21
"647","Laccosperma_opacum","Ancistrophyllinae",0.8455,13.985667
"648","Laccosperma_opacum","Ancistrophyllinae",0.845499,13.985666
"649","Laccosperma_opacum","Ancistrophyllinae",0.8455,13.985667
"650","Laccosperma_opacum","Ancistrophyllinae",0.8455,13.985667
"651","Laccosperma_opacum","Ancistrophyllinae",0.8455,13.985667
"652","Laccosperma_opacum","Ancistrophyllinae",0.8455,13.985667
"653","Laccosperma_opacum","Ancistrophyllinae",0.8455,13.985667
"654","Laccosperma_opacum","Ancistrophyllinae",0.8455,13.985667
"655","Laccosperma_opacum","Ancistrophyllinae",0.8455,13.985667
"656","Laccosperma_opacum","Ancistrophyllinae",0.8455,13.985667
"657","Laccosperma_opacum","Ancistrophyllinae",4.8,-6.433333
"658","Laccosperma_opacum","Ancistrophyllinae",6.8,-7.916667
"659","Laccosperma_opacum","Ancistrophyllinae",2.383333,10.6
"660","Laccosperma_opacum","Ancistrophyllinae",2.383333,10.6
"661","Laccosperma_opacum","Ancistrophyllinae",-2.6,10.766667
"662","Laccosperma_opacum","Ancistrophyllinae",-2.6,10.766667
"663","Laccosperma_opacum","Ancistrophyllinae",-2.6,10.766667
"664","Laccosperma_opacum","Ancistrophyllinae",6.474667,2.707167
"665","Laccosperma_opacum","Ancistrophyllinae",6.474667,2.707167
"666","Laccosperma_opacum","Ancistrophyllinae",6.13,9.27
"667","Laccosperma_opacum","Ancistrophyllinae",4.48,9
"668","Laccosperma_opacum","Ancistrophyllinae",4.48,9
"669","Laccosperma_opacum","Ancistrophyllinae",4.92,9.73
"670","Laccosperma_opacum","Ancistrophyllinae",1.75,9.72
"671","Laccosperma_opacum","Ancistrophyllinae",2,10.58
"672","Laccosperma_opacum","Ancistrophyllinae",2,10.583333
"673","Laccosperma_opacum","Ancistrophyllinae",2,10.583333
"674","Laccosperma_opacum","Ancistrophyllinae",4.8,9.68
"675","Laccosperma_opacum","Ancistrophyllinae",4.8,9.6833
"676","Laccosperma_opacum","Ancistrophyllinae",6.1,9.4
"677","Laccosperma_opacum","Ancistrophyllinae",5.98,9.33
"678","Laccosperma_opacum","Ancistrophyllinae",6.12,9.35
"679","Laccosperma_opacum","Ancistrophyllinae",2.05,10.17
"680","Laccosperma_opacum","Ancistrophyllinae",2.05,10.17
"681","Laccosperma_opacum","Ancistrophyllinae",2.05,10.17
"682","Laccosperma_opacum","Ancistrophyllinae",5.03,9.9
"683","Laccosperma_opacum","Ancistrophyllinae",5.03,9.9
"684","Laccosperma_opacum","Ancistrophyllinae",2.98333,16.21666
"685","Laccosperma_opacum","Ancistrophyllinae",4.9,9
"686","Laccosperma_opacum","Ancistrophyllinae",3.97,9.23
"687","Laccosperma_opacum","Ancistrophyllinae",3.97,9.23
"688","Laccosperma_opacum","Ancistrophyllinae",-0.216389,11.610278
"689","Laccosperma_opacum","Ancistrophyllinae",-0.216389,11.610278
"690","Laccosperma_opacum","Ancistrophyllinae",-0.216389,11.610278
"691","Laccosperma_opacum","Ancistrophyllinae",3.97,9.23
"692","Laccosperma_opacum","Ancistrophyllinae",3.97,9.23
"693","Laccosperma_opacum","Ancistrophyllinae",4.25,9.92
"694","Laccosperma_opacum","Ancistrophyllinae",4.25,9.91666
"695","Laccosperma_opacum","Ancistrophyllinae",5.983333,-7.466667
"696","Laccosperma_opacum","Ancistrophyllinae",4.38,8.98
"697","Laccosperma_opacum","Ancistrophyllinae",4.05,9.15
"698","Laccosperma_opacum","Ancistrophyllinae",4,9.27
"699","Laccosperma_opacum","Ancistrophyllinae",4,9.27
"700","Laccosperma_opacum","Ancistrophyllinae",5.833333,-7.35
"701","Laccosperma_opacum","Ancistrophyllinae",2.35,16.15
"702","Laccosperma_opacum","Ancistrophyllinae",0.58,9.37
"703","Laccosperma_opacum","Ancistrophyllinae",0.58,9.37
"704","Laccosperma_opacum","Ancistrophyllinae",4.97,8.92
"705","Laccosperma_opacum","Ancistrophyllinae",4.96666,8.91666
"706","Laccosperma_opacum","Ancistrophyllinae",4.966667,8.916667
"707","Laccosperma_opacum","Ancistrophyllinae",4.966667,8.916667
"708","Laccosperma_opacum","Ancistrophyllinae",3.673153,8.900943
"709","Laccosperma_opacum","Ancistrophyllinae",3.666667,8.9
"710","Laccosperma_opacum","Ancistrophyllinae",-2.666667,12.3
"711","Laccosperma_opacum","Ancistrophyllinae",4.65,13.416667
"712","Laccosperma_opacum","Ancistrophyllinae",5.438889,8.6325
"713","Laccosperma_opacum","Ancistrophyllinae",0.5,12.833333
"714","Laccosperma_opacum","Ancistrophyllinae",5.38,-4.05
"715","Laccosperma_opacum","Ancistrophyllinae",5.38,-4.05
"716","Laccosperma_opacum","Ancistrophyllinae",5.38,1.36
"717","Laccosperma_opacum","Ancistrophyllinae",3,10.05
"718","Laccosperma_opacum","Ancistrophyllinae",3,10.05
"719","Laccosperma_opacum","Ancistrophyllinae",3,10.05
"720","Laccosperma_opacum","Ancistrophyllinae",5.26,1.19
"721","Laccosperma_opacum","Ancistrophyllinae",5.38988,-4.12032
"722","Laccosperma_opacum","Ancistrophyllinae",5.38988,-4.12032
"723","Laccosperma_opacum","Ancistrophyllinae",3.908333,11.491667
"724","Laccosperma_opacum","Ancistrophyllinae",3.908333,11.491667
"725","Laccosperma_opacum","Ancistrophyllinae",3.908333,11.491667
"726","Laccosperma_opacum","Ancistrophyllinae",3.908333,11.491667
"727","Laccosperma_opacum","Ancistrophyllinae",3.908333,11.491667
"728","Laccosperma_opacum","Ancistrophyllinae",3.908333,11.491667
"729","Laccosperma_opacum","Ancistrophyllinae",3.908333,11.491667
"730","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.733333
"731","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.733333
"732","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.733333
"733","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.733333
"734","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.733333
"735","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.733333
"736","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.733333
"737","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.666667
"738","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.666667
"739","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.666667
"740","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.666667
"741","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.666667
"742","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.666667
"743","Laccosperma_opacum","Ancistrophyllinae",4.583333,13.666667
"744","Laccosperma_opacum","Ancistrophyllinae",3.833333,11.333333
"745","Laccosperma_opacum","Ancistrophyllinae",3.833333,11.333333
"746","Laccosperma_opacum","Ancistrophyllinae",3.833333,11.333333
"747","Laccosperma_opacum","Ancistrophyllinae",3.833333,11.333333
"748","Laccosperma_opacum","Ancistrophyllinae",3.833333,11.333333
"749","Laccosperma_opacum","Ancistrophyllinae",3.833333,11.333333
"750","Laccosperma_opacum","Ancistrophyllinae",3.444444,25.691944
"751","Laccosperma_opacum","Ancistrophyllinae",6.14,-2.16
"752","Laccosperma_opacum","Ancistrophyllinae",6.166667,-4.933333
"753","Laccosperma_opacum","Ancistrophyllinae",3.444444,25.691944
"754","Laccosperma_opacum","Ancistrophyllinae",6.13,-2.21
"755","Laccosperma_opacum","Ancistrophyllinae",0.766667,24.45
"756","Laccosperma_opacum","Ancistrophyllinae",4.58,-2.33
"757","Laccosperma_opacum","Ancistrophyllinae",3.533333,25.783333
"758","Laccosperma_opacum","Ancistrophyllinae",6.13,1.1
"759","Laccosperma_opacum","Ancistrophyllinae",1.333333,27.583333
"760","Laccosperma_opacum","Ancistrophyllinae",-2.919999,10.995833
"761","Lepidocaryum_tenue","Mauritiinae",-9.068333,-63.576111
"762","Lepidocaryum_tenue","Mauritiinae",-1.49,-72.71
"763","Lepidocaryum_tenue","Mauritiinae",-8.636944,-62.829444
"764","Lepidocaryum_tenue","Mauritiinae",1.93,-67.19
"765","Lepidocaryum_tenue","Mauritiinae",0.012611,-71.010056
"766","Lepidocaryum_tenue","Mauritiinae",0.01,-71.02
"767","Lepidocaryum_tenue","Mauritiinae",-1.55,-72.69
"768","Lepidocaryum_tenue","Mauritiinae",-1.55,-72.69
"769","Lepidocaryum_tenue","Mauritiinae",-1.55,-72.69
"770","Lepidocaryum_tenue","Mauritiinae",-1.56,-72.69
"771","Lepidocaryum_tenue","Mauritiinae",-1.62,-72.39
"772","Lepidocaryum_tenue","Mauritiinae",-1.62,-72.39
"773","Lepidocaryum_tenue","Mauritiinae",-1.62,-72.39
"774","Lepidocaryum_tenue","Mauritiinae",-1.92,-72.15
"775","Lepidocaryum_tenue","Mauritiinae",0.13,-70.95
"776","Lepidocaryum_tenue","Mauritiinae",0.13,-70.95
"777","Lepidocaryum_tenue","Mauritiinae",0.13,-70.95
"778","Lepidocaryum_tenue","Mauritiinae",-2.17,-71.48
"779","Lepidocaryum_tenue","Mauritiinae",-2.17,-71.48
"780","Lepidocaryum_tenue","Mauritiinae",-4.756389,-56.764444
"781","Lepidocaryum_tenue","Mauritiinae",-3.878889,-56.031667
"782","Lepidocaryum_tenue","Mauritiinae",-4.7564,-56.7811
"783","Lepidocaryum_tenue","Mauritiinae",-4.756389,-56.781111
"784","Lepidocaryum_tenue","Mauritiinae",-3.878889,-56.031667
"785","Lepidocaryum_tenue","Mauritiinae",-4.666111,-56.662778
"786","Lepidocaryum_tenue","Mauritiinae",-3.878889,-56.031667
"787","Lepidocaryum_tenue","Mauritiinae",-4.756389,-56.781111
"788","Lepidocaryum_tenue","Mauritiinae",0.07,-72.42
"789","Lepidocaryum_tenue","Mauritiinae",-8.803333,-62.46
"790","Lepidocaryum_tenue","Mauritiinae",-5.2806,-60.1289
"791","Lepidocaryum_tenue","Mauritiinae",-8.999722,-61.92
"792","Lepidocaryum_tenue","Mauritiinae",-8.9472,-61.9244
"793","Lepidocaryum_tenue","Mauritiinae",-5.2803,-60.1319
"794","Lepidocaryum_tenue","Mauritiinae",-8.999722,-61.92
"795","Lepidocaryum_tenue","Mauritiinae",-8.94722,-61.92444
"796","Lepidocaryum_tenue","Mauritiinae",-8.94722,-61.92444
"797","Lepidocaryum_tenue","Mauritiinae",-8.999722,-61.92
"798","Lepidocaryum_tenue","Mauritiinae",-8.999722,-61.92
"799","Lepidocaryum_tenue","Mauritiinae",-5.280556,-60.128889
"800","Lepidocaryum_tenue","Mauritiinae",-5.280278,-60.131944
"801","Lepidocaryum_tenue","Mauritiinae",-1.16,-72.9
"802","Lepidocaryum_tenue","Mauritiinae",-1.19,-72.93
"803","Lepidocaryum_tenue","Mauritiinae",-0.51,-72.17
"804","Lepidocaryum_tenue","Mauritiinae",-0.51,-72.17
"805","Lepidocaryum_tenue","Mauritiinae",-0.51,-72.17
"806","Lepidocaryum_tenue","Mauritiinae",-5.2803,-60.1311
"807","Lepidocaryum_tenue","Mauritiinae",-5.2806,-60.1311
"808","Lepidocaryum_tenue","Mauritiinae",-5.28,-60.1306
"809","Lepidocaryum_tenue","Mauritiinae",-5.2803,-60.1311
"810","Lepidocaryum_tenue","Mauritiinae",-5.280278,-60.131111
"811","Lepidocaryum_tenue","Mauritiinae",-5.280556,-60.131111
"812","Lepidocaryum_tenue","Mauritiinae",-5.28,-60.130556
"813","Lepidocaryum_tenue","Mauritiinae",-5.280278,-60.131111
"814","Lepidocaryum_tenue","Mauritiinae",-1.415694,-72.764611
"815","Lepidocaryum_tenue","Mauritiinae",-1.41,-72.76
"816","Lepidocaryum_tenue","Mauritiinae",-1.59,-69.5
"817","Lepidocaryum_tenue","Mauritiinae",-1.59,-69.5
"818","Lepidocaryum_tenue","Mauritiinae",-9.275278,-64.600555
"819","Lepidocaryum_tenue","Mauritiinae",-5.454167,-57.07
"820","Lepidocaryum_tenue","Mauritiinae",-3.4016,-60.18
"821","Lepidocaryum_tenue","Mauritiinae",-5.619722,-57.28
"822","Lepidocaryum_tenue","Mauritiinae",0.370633,-70.50725
"823","Lepidocaryum_tenue","Mauritiinae",-3.384444,-55.213333
"824","Lepidocaryum_tenue","Mauritiinae",-4.838889,-56.814167
"825","Lepidocaryum_tenue","Mauritiinae",-4.83875,-56.81428
"826","Lepidocaryum_tenue","Mauritiinae",-3.38433,-55.21325
"827","Lepidocaryum_tenue","Mauritiinae",-4.83875,-56.81428
"828","Lepidocaryum_tenue","Mauritiinae",-4.838889,-56.814167
"829","Lepidocaryum_tenue","Mauritiinae",-4.838611,-56.814167
"830","Lepidocaryum_tenue","Mauritiinae",-3.384444,-55.213333
"831","Lepidocaryum_tenue","Mauritiinae",-4.838889,-56.814167
"832","Lepidocaryum_tenue","Mauritiinae",-1.316667,-69.716667
"833","Lepidocaryum_tenue","Mauritiinae",-4.622111,-56.390056
"834","Lepidocaryum_tenue","Mauritiinae",-6.66953,-62.98
"835","Lepidocaryum_tenue","Mauritiinae",-6.66953,-62.98
"836","Lepidocaryum_tenue","Mauritiinae",-5.425003,-62.6
"837","Lepidocaryum_tenue","Mauritiinae",-5.425003,-62.6
"838","Lepidocaryum_tenue","Mauritiinae",-5.455917,-62.57
"839","Lepidocaryum_tenue","Mauritiinae",-5.450261,-62.56
"840","Lepidocaryum_tenue","Mauritiinae",-3.42378,-59.943831
"841","Lepidocaryum_tenue","Mauritiinae",-3.423889,-59.943889
"842","Lepidocaryum_tenue","Mauritiinae",-0.08,-72.12
"843","Lepidocaryum_tenue","Mauritiinae",-7.5306,-73.0058
"844","Lepidocaryum_tenue","Mauritiinae",-7.530556,-73.005833
"845","Lepidocaryum_tenue","Mauritiinae",-0.61,-70.16
"846","Lepidocaryum_tenue","Mauritiinae",-0.003333,-70.96
"847","Lepidocaryum_tenue","Mauritiinae",-0.003361,-70.96
"848","Lepidocaryum_tenue","Mauritiinae",-0.01,-70.96
"849","Lepidocaryum_tenue","Mauritiinae",-0.583333,-70.183333
"850","Lepidocaryum_tenue","Mauritiinae",-0.61,-70.16
"851","Lepidocaryum_tenue","Mauritiinae",-4.005556,-69.898611
"852","Lepidocaryum_tenue","Mauritiinae",-4.005694,-69.898611
"853","Lepidocaryum_tenue","Mauritiinae",-4.005694,-69.898611
"854","Lepidocaryum_tenue","Mauritiinae",-4.005694,-69.898611
"855","Lepidocaryum_tenue","Mauritiinae",1.31594,-66.87972
"856","Lepidocaryum_tenue","Mauritiinae",1.32,-66.884444
"857","Lepidocaryum_tenue","Mauritiinae",1.32,-66.88
"858","Lepidocaryum_tenue","Mauritiinae",1.31594,-66.87972
"859","Lepidocaryum_tenue","Mauritiinae",-2.885028,-73.018667
"860","Lepidocaryum_tenue","Mauritiinae",-2.885028,-73.018667
"861","Lepidocaryum_tenue","Mauritiinae",-2.039722,-75.6325
"862","Lepidocaryum_tenue","Mauritiinae",-4.891389,-65.302778
"863","Lepidocaryum_tenue","Mauritiinae",0.818056,-67.53
"864","Lepidocaryum_tenue","Mauritiinae",-4.271036,-60.22
"865","Lepidocaryum_tenue","Mauritiinae",-4.005,-69.9125
"866","Lepidocaryum_tenue","Mauritiinae",-4.133028,-61.13
"867","Lepidocaryum_tenue","Mauritiinae",-4.11,-69.92
"868","Lepidocaryum_tenue","Mauritiinae",-2.52,-70.18
"869","Lepidocaryum_tenue","Mauritiinae",-3.74,-70.34
"870","Lepidocaryum_tenue","Mauritiinae",-3.74,-70.34
"871","Lepidocaryum_tenue","Mauritiinae",-3.74,-70.34
"872","Lepidocaryum_tenue","Mauritiinae",-3.74,-70.34
"873","Lepidocaryum_tenue","Mauritiinae",-3.74,-70.34
"874","Lepidocaryum_tenue","Mauritiinae",-3.74,-70.34
"875","Lepidocaryum_tenue","Mauritiinae",-4.11,-69.93
"876","Lepidocaryum_tenue","Mauritiinae",-4,-65
"877","Lepidocaryum_tenue","Mauritiinae",-2.59,-70.19
"878","Lepidocaryum_tenue","Mauritiinae",-2.59,-70.19
"879","Lepidocaryum_tenue","Mauritiinae",-2.595361,-70.195472
